
2019-02-04 14:31:44 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:31:44 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:31:44 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:31:44 SEVERE: OAuth token insertion failed: () 
2019-02-04 14:38:26 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:38:26 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:38:26 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:38:26 SEVERE: OAuth token insertion failed: () 
2019-02-04 14:41:14 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'HAHAzohooauth'
2019-02-04 14:41:14 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:41:14 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'HAHAzohooauth'
2019-02-04 14:41:14 SEVERE: OAuth token insertion failed: () 
2019-08-01 04:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-01 05:35:02 INFO: Access Token has expired. Hence refreshing.
2019-08-01 06:35:02 INFO: Access Token has expired. Hence refreshing.
2019-08-01 07:35:03 INFO: Access Token has expired. Hence refreshing.
2019-08-01 08:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-01 09:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-01 10:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-01 11:50:05 INFO: Access Token has expired. Hence refreshing.
2019-08-01 12:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-01 13:59:01 INFO: Access Token has expired. Hence refreshing.
2019-08-01 15:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-01 16:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-01 17:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-01 18:10:02 INFO: Access Token has expired. Hence refreshing.
2019-08-01 19:10:03 INFO: Access Token has expired. Hence refreshing.
2019-08-01 20:10:04 INFO: Access Token has expired. Hence refreshing.
2019-08-01 21:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-01 22:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-01 23:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 00:25:02 INFO: Access Token has expired. Hence refreshing.
2019-08-02 01:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 02:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 03:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 04:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 05:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 06:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 08:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 09:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 10:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 11:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 12:15:02 INFO: Access Token has expired. Hence refreshing.
2019-08-02 12:16:02 INFO: Access Token has expired. Hence refreshing.
2019-08-02 13:17:10 INFO: Access Token has expired. Hence refreshing.
2019-08-02 14:17:27 INFO: Access Token has expired. Hence refreshing.
2019-08-02 15:17:43 INFO: Access Token has expired. Hence refreshing.
2019-08-02 16:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 17:20:02 INFO: Access Token has expired. Hence refreshing.
2019-08-02 18:20:03 INFO: Access Token has expired. Hence refreshing.
2019-08-02 19:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 20:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 21:30:02 INFO: Access Token has expired. Hence refreshing.
2019-08-02 22:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-02 23:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 00:37:26 INFO: Access Token has expired. Hence refreshing.
2019-08-03 01:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 02:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 03:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 04:45:02 INFO: Access Token has expired. Hence refreshing.
2019-08-03 05:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 06:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 07:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 09:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 10:00:02 INFO: Access Token has expired. Hence refreshing.
2019-08-03 11:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 12:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 13:15:02 INFO: Access Token has expired. Hence refreshing.
2019-08-03 14:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 15:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 16:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 17:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 18:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 19:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 20:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-03 21:55:02 INFO: Access Token has expired. Hence refreshing.
2019-08-03 22:55:02 INFO: Access Token has expired. Hence refreshing.
2019-08-04 00:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 00:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 01:00:02 INFO: Access Token has expired. Hence refreshing.
2019-08-04 02:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 03:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 04:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 05:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 06:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 07:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 08:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 09:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 10:40:02 INFO: Access Token has expired. Hence refreshing.
2019-08-04 11:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 12:45:02 INFO: Access Token has expired. Hence refreshing.
2019-08-04 13:45:03 INFO: Access Token has expired. Hence refreshing.
2019-08-04 14:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 15:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 17:00:06 INFO: Access Token has expired. Hence refreshing.
2019-08-04 18:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 19:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 20:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 21:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 22:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-04 23:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 00:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 01:40:02 INFO: Access Token has expired. Hence refreshing.
2019-08-05 02:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 03:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 04:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 06:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 07:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 08:05:02 INFO: Access Token has expired. Hence refreshing.
2019-08-05 09:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 10:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 11:19:15 INFO: Access Token has expired. Hence refreshing.
2019-08-05 12:19:53 INFO: Access Token has expired. Hence refreshing.
2019-08-05 13:20:02 INFO: Access Token has expired. Hence refreshing.
2019-08-05 14:20:33 INFO: Access Token has expired. Hence refreshing.
2019-08-05 15:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 16:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 17:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 18:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 19:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 20:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 21:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-05 23:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 00:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 01:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 02:10:02 INFO: Access Token has expired. Hence refreshing.
2019-08-06 03:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 04:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 05:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 06:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 07:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 08:35:02 INFO: Access Token has expired. Hence refreshing.
2019-08-06 09:35:03 INFO: Access Token has expired. Hence refreshing.
2019-08-06 10:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 11:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 12:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 13:45:02 INFO: Access Token has expired. Hence refreshing.
2019-08-06 14:45:03 INFO: Access Token has expired. Hence refreshing.
2019-08-06 15:45:04 INFO: Access Token has expired. Hence refreshing.
2019-08-06 16:45:22 INFO: Access Token has expired. Hence refreshing.
2019-08-06 17:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 18:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 20:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 21:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 22:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-06 23:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 00:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 01:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 02:30:02 INFO: Access Token has expired. Hence refreshing.
2019-08-07 03:30:02 INFO: Access Token has expired. Hence refreshing.
2019-08-07 04:30:03 INFO: Access Token has expired. Hence refreshing.
2019-08-07 05:30:04 INFO: Access Token has expired. Hence refreshing.
2019-08-07 06:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 07:40:02 INFO: Access Token has expired. Hence refreshing.
2019-08-07 08:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 09:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 10:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 12:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 13:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 14:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 15:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 16:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 17:20:02 INFO: Access Token has expired. Hence refreshing.
2019-08-07 18:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 19:30:02 INFO: Access Token has expired. Hence refreshing.
2019-08-07 20:30:02 INFO: Access Token has expired. Hence refreshing.
2019-08-07 21:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 22:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-07 23:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 00:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 01:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 03:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 04:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 05:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 06:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 07:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 08:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 09:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 10:30:51 INFO: Access Token has expired. Hence refreshing.
2019-08-08 11:35:02 INFO: Access Token has expired. Hence refreshing.
2019-08-08 12:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 13:40:08 INFO: Access Token has expired. Hence refreshing.
2019-08-08 14:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 15:48:53 INFO: Access Token has expired. Hence refreshing.
2019-08-08 16:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 17:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 18:55:02 INFO: Access Token has expired. Hence refreshing.
2019-08-08 19:55:03 INFO: Access Token has expired. Hence refreshing.
2019-08-08 21:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 22:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-08 23:10:02 INFO: Access Token has expired. Hence refreshing.
2019-08-09 00:10:02 INFO: Access Token has expired. Hence refreshing.
2019-08-09 01:10:03 INFO: Access Token has expired. Hence refreshing.
2019-08-09 02:10:04 INFO: Access Token has expired. Hence refreshing.
2019-08-09 03:15:02 INFO: Access Token has expired. Hence refreshing.
2019-08-09 04:15:02 INFO: Access Token has expired. Hence refreshing.
2019-08-09 05:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-09 06:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-09 07:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-09 08:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-09 09:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-09 10:43:33 INFO: Access Token has expired. Hence refreshing.
2019-08-09 11:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-09 12:45:02 INFO: Access Token has expired. Hence refreshing.
2019-08-09 13:45:03 INFO: Access Token has expired. Hence refreshing.
2019-08-09 14:45:04 INFO: Access Token has expired. Hence refreshing.
2019-08-09 15:45:04 INFO: Access Token has expired. Hence refreshing.
2019-08-09 16:50:02 INFO: Access Token has expired. Hence refreshing.
2019-08-09 17:50:02 INFO: Access Token has expired. Hence refreshing.
2019-08-09 18:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-09 20:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-09 21:00:02 INFO: Access Token has expired. Hence refreshing.
2019-08-09 22:00:02 INFO: Access Token has expired. Hence refreshing.
2019-08-09 23:00:03 INFO: Access Token has expired. Hence refreshing.
2019-08-10 00:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 01:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 02:15:02 INFO: Access Token has expired. Hence refreshing.
2019-08-10 03:15:02 INFO: Access Token has expired. Hence refreshing.
2019-08-10 04:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 05:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 06:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 07:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 08:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 09:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 10:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 11:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 13:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 14:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 15:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 16:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 17:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 18:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-10 19:30:02 INFO: Access Token has expired. Hence refreshing.
2019-08-10 20:30:02 INFO: Access Token has expired. Hence refreshing.
2019-08-10 21:30:03 INFO: Access Token has expired. Hence refreshing.
2019-08-10 22:35:02 INFO: Access Token has expired. Hence refreshing.
2019-08-10 23:35:02 INFO: Access Token has expired. Hence refreshing.
2019-08-11 00:35:03 INFO: Access Token has expired. Hence refreshing.
2019-08-11 01:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 02:45:02 INFO: Access Token has expired. Hence refreshing.
2019-08-11 03:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 04:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 06:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 07:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 08:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 09:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 10:15:02 INFO: Access Token has expired. Hence refreshing.
2019-08-11 11:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 12:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 13:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 14:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 15:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 16:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 17:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 18:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 20:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 21:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 22:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-11 23:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 00:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 01:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 02:30:02 INFO: Access Token has expired. Hence refreshing.
2019-08-12 03:35:02 INFO: Access Token has expired. Hence refreshing.
2019-08-12 04:35:02 INFO: Access Token has expired. Hence refreshing.
2019-08-12 05:35:04 INFO: Access Token has expired. Hence refreshing.
2019-08-12 06:35:04 INFO: Access Token has expired. Hence refreshing.
2019-08-12 07:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 08:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 09:48:13 INFO: Access Token has expired. Hence refreshing.
2019-08-12 10:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 11:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 13:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 14:02:53 INFO: Access Token has expired. Hence refreshing.
2019-08-12 15:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 16:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 17:12:46 INFO: Access Token has expired. Hence refreshing.
2019-08-12 18:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 19:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 20:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 21:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-12 22:30:02 INFO: Access Token has expired. Hence refreshing.
2019-08-12 23:30:03 INFO: Access Token has expired. Hence refreshing.
2019-08-13 00:30:04 INFO: Access Token has expired. Hence refreshing.
2019-08-13 01:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 02:35:02 INFO: Access Token has expired. Hence refreshing.
2019-08-13 03:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 04:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 05:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 06:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 08:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 09:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 10:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 11:12:42 INFO: Access Token has expired. Hence refreshing.
2019-08-13 12:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 13:19:19 INFO: Access Token has expired. Hence refreshing.
2019-08-13 14:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 15:23:04 INFO: Access Token has expired. Hence refreshing.
2019-08-13 16:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 17:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 18:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 19:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 20:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 21:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 22:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-13 23:55:02 INFO: Access Token has expired. Hence refreshing.
2019-08-14 01:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 02:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 03:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 04:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 05:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 06:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 07:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 08:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 09:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 10:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 11:40:30 INFO: Access Token has expired. Hence refreshing.
2019-08-14 12:40:37 INFO: Access Token has expired. Hence refreshing.
2019-08-14 13:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 14:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 15:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 16:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 18:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 19:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 20:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 21:15:02 INFO: Access Token has expired. Hence refreshing.
2019-08-14 22:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-14 23:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 00:25:02 INFO: Access Token has expired. Hence refreshing.
2019-08-15 01:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 02:30:02 INFO: Access Token has expired. Hence refreshing.
2019-08-15 03:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 04:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 05:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 06:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 07:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 09:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 10:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 11:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 12:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 13:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 14:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 15:26:50 INFO: Access Token has expired. Hence refreshing.
2019-08-15 16:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 17:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 18:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 19:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-15 20:50:02 INFO: Access Token has expired. Hence refreshing.
2019-08-15 21:50:02 INFO: Access Token has expired. Hence refreshing.
2019-08-15 22:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 00:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 01:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 02:05:02 INFO: Access Token has expired. Hence refreshing.
2019-08-16 03:05:03 INFO: Access Token has expired. Hence refreshing.
2019-08-16 04:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 05:10:02 INFO: Access Token has expired. Hence refreshing.
2019-08-16 06:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 07:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 08:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 09:25:33 INFO: Access Token has expired. Hence refreshing.
2019-08-16 10:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 11:30:06 INFO: Access Token has expired. Hence refreshing.
2019-08-16 12:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 13:35:58 INFO: Access Token has expired. Hence refreshing.
2019-08-16 14:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 15:45:02 INFO: Access Token has expired. Hence refreshing.
2019-08-16 16:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 17:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 18:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 20:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 21:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 22:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-16 23:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 00:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 01:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 02:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 03:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 04:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 05:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 06:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 07:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 08:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 10:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 11:00:06 INFO: Access Token has expired. Hence refreshing.
2019-08-17 12:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 13:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 14:15:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 15:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 16:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 17:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 18:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 19:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 20:40:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 21:45:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 22:50:01 INFO: Access Token has expired. Hence refreshing.
2019-08-17 23:55:01 INFO: Access Token has expired. Hence refreshing.
2019-08-18 01:00:01 INFO: Access Token has expired. Hence refreshing.
2019-08-18 02:05:01 INFO: Access Token has expired. Hence refreshing.
2019-08-18 03:05:02 INFO: Access Token has expired. Hence refreshing.
2019-08-18 04:10:01 INFO: Access Token has expired. Hence refreshing.
2019-08-18 05:15:02 INFO: Access Token has expired. Hence refreshing.
2019-08-18 06:20:01 INFO: Access Token has expired. Hence refreshing.
2019-08-18 07:25:01 INFO: Access Token has expired. Hence refreshing.
2019-08-18 08:30:01 INFO: Access Token has expired. Hence refreshing.
2019-08-18 09:35:01 INFO: Access Token has expired. Hence refreshing.
2019-08-18 10:35:02 INFO: Access Token has expired. Hence refreshing.
